name,id,artists,genres,explicit,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
First Sight,3kjyG3jI6a2EzYVa3ZlvFI,['HEIZE'],"{'korean pop', 'korean r&b', 'k-pop'}",False,2018-12-14,53,0.688,0.724,4,-5.421,0,0.0401,0.157,2.17e-05,0.0735,0.207,104.974,205524
Love Shot,0yB4jrSwN0bFtFRDR5vyMj,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2018-12-13,72,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,200306
The Best Thing I Ever Did,6kkdPUBJurHTLjaweUWeqz,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2018-12-12,55,0.72,0.655,5,-3.994,1,0.0248,0.383,0.0,0.156,0.468,104.977,210440
ALL OF YOU SAY,7Fwujqd8K4SWRYO4nWzZo4,['MINZY'],{'k-pop'},False,2018-12-01,29,0.657,0.835,0,-6.149,1,0.0459,0.0078,0.000619,0.153,0.55,100.06,151581
RBB (Really Bad Boy),4xjVP2Vogo0C72o6Nevq0W,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2018-11-30,61,0.719,0.85,2,-3.229,1,0.0317,0.012,0.000239,0.114,0.367,150.059,188786
Thank U Soooo Much,6wVwEeHvV4B1V7UE5sByva,['Yubin'],"{'k-pop', 'korean city pop'}",False,2018-11-27,43,0.774,0.643,7,-7.669,0,0.121,0.0144,0.0,0.0452,0.761,123.97,224568
FIANCÉ,1bZNFcnyCmlnbs337baR0b,['MINO'],"{'k-rap', 'k-pop'}",False,2018-11-26,60,0.661,0.759,5,-3.247,1,0.0326,0.0281,0.0,0.128,0.466,139.922,207925
Spring Breeze,3IktbbAbZqczBDQxCoJOyP,['Wanna One'],"{'k-pop boy group', 'k-pop'}",False,2018-11-19,55,0.633,0.792,3,-3.202,1,0.0296,0.0884,0.0,0.37,0.369,107.96,235869
Get Cool,3LAHbEBvDfj38gcUTA8bS7,['Stray Kids'],"{'k-pop boy group', 'k-pop'}",False,2018-10-22,62,0.804,0.854,2,-4.194,1,0.0915,0.0893,0.0,0.27,0.9,151.955,194758
Punk Right Now,757UjBpT2EkYnrUK9gkDZH,"['HYO', '3LAU']","{'electro house', 'electronic trap', 'progressive house', 'tropical house', 'big room', 'mashup', 'edm', 'progressive electro house', 'pop edm', 'k-pop'}",False,2018-11-13,52,0.659,0.939,2,-4.043,1,0.0375,0.0076,0.0192,0.0583,0.671,104.983,178286
SOLO,2wVDWtLKXunswWecARNILj,['JENNIE'],{'k-pop'},False,2018-11-12,74,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,169567
Not That Type,0y9sv3icY6HUiEa4FfC39u,['gugudan'],"{'k-pop girl group', 'k-pop'}",False,2018-11-06,48,0.73,0.922,7,-2.133,1,0.122,0.0888,8.37e-06,0.166,0.745,110.044,191994
YES or YES,0Ll92eLIHWY5gey1ISNMPi,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2018-11-05,71,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237680
WONDERLAND,6k67RdkVjTZj79c1cRz7IQ,['ATEEZ'],"{'k-pop boy group', 'k-pop'}",False,2019-10-08,70,0.572,0.964,4,-1.949,0,0.123,0.0503,0.0,0.372,0.519,129.979,199013
Swamp of Despair,65PtLKQA9ApvHOTnhRjQYw,['BLACK6IX'],{'k-pop'},False,2018-10-30,28,0.57,0.915,7,-1.667,0,0.212,0.168,0.000199,0.478,0.589,134.931,191770
Galaxy 우주를 줄게,6T3Mlx5fr71sm0u1YDAb4R,['BOL4'],"{'korean pop', 'k-pop'}",False,2016-08-29,64,0.606,0.815,0,-2.407,1,0.132,0.681,0.0,0.0919,0.707,166.024,213853
La Vie en Rose,1fRaznZsAB2i63TtmYv2Hc,['IZ*ONE'],"{'k-pop girl group', 'k-pop'}",False,2018-10-29,69,0.698,0.908,9,-1.211,0,0.0548,0.0899,0.0,0.115,0.606,115.975,218994
Like a Flower,4q2YBqhl3ay1U5rLxQXJ8v,['N.Flying'],"{'k-pop boy group', 'k-rock', 'k-pop'}",False,2018-10-26,40,0.62,0.599,11,-5.459,0,0.0266,0.15,0.0,0.315,0.235,128.057,264061
Shoot Out,55Md5fnLfCpXzUATASy6Rk,['Monsta X'],"{'k-pop boy group', 'k-pop'}",False,2018-10-22,62,0.613,0.868,6,-2.792,0,0.143,0.0599,0.0,0.352,0.394,165.133,207173
Oh! my mistake,396Dkg9z5Q1hXxKryeP9T8,['APRIL'],"{'k-pop girl group', 'k-pop'}",False,2018-10-16,56,0.754,0.841,8,-2.296,1,0.106,0.213,1.61e-06,0.141,0.751,145.047,205332
Regular - Korean Version,2lAxhE5s3x7OS9sfhsgT1F,['NCT 127'],"{'k-pop boy group', 'k-pop'}",False,2018-10-12,56,0.733,0.801,9,-5.339,0,0.0765,0.237,0.0,0.287,0.878,133.998,217707
LOVE BOMB,6FoI3qwCRq0el1RYKeVGSx,['fromis_9'],"{'k-pop girl group', 'k-pop'}",False,2018-10-10,58,0.627,0.932,6,-1.891,0,0.162,0.126,0.0,0.351,0.85,154.045,199966
Tropical Night,3U6N2WQEepLz2fTdYDf0WJ,['Monsta X'],"{'k-pop boy group', 'k-pop'}",False,2017-11-07,41,0.67,0.881,5,-2.579,0,0.0723,0.0416,0.0,0.456,0.806,140.068,223648
One More Time (Otra Vez),1Zz7lQOhWPYh8dNQCwVkdG,"['SUPER JUNIOR', 'Reik']","{'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'k-pop boy group', 'k-pop'}",False,2018-10-08,55,0.685,0.841,5,-3.975,1,0.0327,0.0408,5.28e-05,0.274,0.486,99.981,186468
Regular - English Version,4KqPuyZdcjXuRqXSARnt6r,['NCT 127'],"{'k-pop boy group', 'k-pop'}",False,2018-10-12,66,0.741,0.747,9,-5.459,0,0.0956,0.263,5.15e-06,0.266,0.831,134.039,219107
She's In The Rain,0TxSk5fpK01cBLV9ePqcE6,['The Rose'],"{'k-pop boy group', 'k-pop'}",False,2018-10-04,64,0.36,0.533,3,-4.394,1,0.0302,0.375,0.0,0.0768,0.421,92.854,237577
I Don't Care (with Spoonz),5Z41Uv4fpE7rlX6slYiFQk,"[""NU'EST W"", 'Spoonz']","{'k-pop boy group', 'k-pop'}",False,2018-10-01,32,0.748,0.866,5,-3.119,1,0.0627,0.0565,0.0,0.17,0.636,105.989,211067
"Save Me, Save You",20yOiJHRQGirFYehRSIb6i,['WJSN'],"{'k-pop girl group', 'k-pop'}",False,2018-09-19,54,0.729,0.928,7,-3.028,1,0.054,0.054,0.0,0.36,0.618,115.998,224931
IGOHOLIC,1lIirCvdeX4opMgU7mC6W4,['PLT'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2018-09-17,45,0.73,0.765,11,-3.817,0,0.121,0.0129,0.0,0.337,0.279,115.999,200797
Countless,6mI6dpwRDteVr3ZQsDeD6e,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2018-09-10,50,0.679,0.829,10,-5.166,0,0.072,0.0251,0.0,0.068,0.604,97.043,188678
Naughty boy,1qLgJ1M37Mj50hlOnuw9cs,['PENTAGON'],"{'k-pop boy group', 'k-pop'}",False,2018-09-10,56,0.695,0.68,3,-3.051,1,0.0614,0.141,0.0,0.109,0.692,160.034,198665
Beautiful Feeling,5Sl8fL5jXQiH0uwgyTIX0B,['DAY6'],"{'k-pop boy group', 'k-pop'}",False,2018-12-10,54,0.542,0.69,7,-5.052,1,0.0381,0.0221,0.0,0.0575,0.396,180.146,208737
Puzzle Moon,7myypuYLPNXFpSjeVObiUb,['GWSN'],{'k-pop'},False,2018-09-05,46,0.818,0.806,6,-3.358,1,0.0793,0.329,1e-06,0.102,0.575,124.952,206765
Lil’ Touch,4D5Ode2OfZMxIwQyvmhUe8,"[""Girls' Generation-Oh!GG""]","{'k-pop girl group', 'k-pop'}",False,2018-09-05,62,0.791,0.789,11,-4.694,0,0.104,0.0114,0.0,0.301,0.669,112.11,189846
We Go Up,26vOBLHS116a4WNUVlvAUW,['NCT DREAM'],"{'k-pop boy group', 'k-pop'}",False,2018-09-03,65,0.893,0.77,8,-4.692,1,0.107,0.0138,0.0,0.225,0.349,122.067,183293
ON AIR,0NEh24OJ2rGc74SeUB8eto,['3YE'],"{'k-pop girl group', 'k-pop'}",False,2020-06-29,38,0.775,0.77,7,-4.483,0,0.0372,0.00854,9.72e-06,0.157,0.324,105.998,173453
Awkward Silence,0DKnykHG3eGnUM6YQe7Z5a,['Stray Kids'],"{'k-pop boy group', 'k-pop'}",False,2020-03-18,55,0.541,0.894,10,-2.989,0,0.248,0.0972,0.0,0.0974,0.732,199.821,195320
IDOL,2AIWoHr9DF6y4KALCBKWQS,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2018-08-24,76,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035,222732
Hi High,0RqzUS7AkBhQDrBxcGFeDv,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2018-08-20,61,0.67,0.916,9,-2.261,0,0.0731,0.0363,5.35e-06,0.221,0.532,97.004,196864
BDZ,6ceKChoZYLdw24Ph1CDFUJ,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2018-09-12,63,0.715,0.862,10,-2.718,0,0.0444,0.0113,0.0,0.108,0.668,137.93,197800
Ya Ya Ya,2Dn0UlDRJ4iSMlSdZ103pg,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2019-11-27,54,0.369,0.772,1,-4.049,1,0.3,0.0573,0.0,0.325,0.491,205.177,222040
HANN (Alone),7gr57cYekMWriyJYbT7oZ4,['(G)I-DLE'],"{'k-pop girl group', 'k-pop'}",False,2018-08-14,66,0.709,0.718,6,-3.315,0,0.0312,0.059,0.0,0.167,0.24,104.971,205820
Rollin' (New Version),7DkqdEiDja7Gn9zvrfy7Vw,['Brave Girls'],"{'k-pop girl group', 'k-pop'}",False,2018-08-11,39,0.64,0.91,1,-3.112,1,0.0465,0.0167,2.28e-06,0.384,0.662,125.024,201860
WooWoo,5sU7t8oY3dDHmFrTftjFW8,['DIA'],"{'k-pop girl group', 'k-pop'}",False,2018-08-09,45,0.683,0.902,8,-2.726,1,0.036,0.0154,0.0,0.394,0.337,134.979,201471
Knockin' on my heaven's door,3uuDH3BFu1qF8hMflQznYH,['KARD'],{'k-pop'},False,2018-07-25,40,0.676,0.818,7,-4.06,1,0.295,0.188,0.0,0.261,0.753,139.741,230153
Power Up,381g0b6QZxC13SzA2HRMIc,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2018-08-06,65,0.732,0.934,8,-4.618,1,0.144,0.0774,0.00745,0.306,0.898,159.998,202040
My Pace,339xlPKDLkEkFBFkMfAFfJ,['Stray Kids'],"{'k-pop boy group', 'k-pop'}",False,2018-08-06,64,0.682,0.831,11,-4.234,0,0.253,0.0569,0.0,0.0927,0.785,155.12,189325
Allegro Cantabile,7eufeVpHKJY8KdElThuv2h,['NATURE'],"{'k-pop girl group', 'k-pop'}",False,2018-08-03,35,0.581,0.919,5,-3.945,1,0.0439,0.00625,6.25e-06,0.0487,0.683,163.939,255567
Sorry For My English,0KVgGXhsddvkc8arY0phMK,['IN2IT'],"{'k-pop boy group', 'k-pop'}",False,2018-07-26,34,0.695,0.887,2,-3.877,1,0.0524,0.0265,0.0,0.676,0.56,122.959,181280
Grand Bleu,2eAw5eMEdxaIFb6vsLiWJb,['100%'],"{'k-pop boy group', 'k-pop'}",False,2018-07-26,26,0.616,0.821,8,-3.196,1,0.0466,0.00681,0.0,0.381,0.745,105.016,208431
Summer Night's Dream,3U3ymtVenfonhe5RDuLjOp,['FTISLAND'],"{'korean pop', 'k-pop boy group', 'k-rock', 'k-pop'}",False,2018-07-26,39,0.461,0.812,1,-3.64,1,0.0654,0.138,0.0,0.0476,0.694,143.484,176012
Ride on the wind,7gQWTvDx7VJRzeRbnlyIm4,['KARD'],{'k-pop'},False,2018-07-25,48,0.727,0.808,11,-3.66,1,0.106,0.163,0.0,0.187,0.761,115.02,176632
Sunny Summer,7IE8eERSpTC9Jaw3arl99B,['GFRIEND'],"{'k-pop girl group', 'k-pop'}",False,2018-07-19,51,0.728,0.925,7,-1.741,1,0.0862,0.0491,0.0,0.313,0.88,129.984,198536
RETRO FUTURE,7Lq1Z8VIW7oE7m34kksHYp,['Triple H'],{'k-pop'},False,2018-07-18,53,0.773,0.823,10,-2.901,0,0.0679,0.00963,0.0,0.834,0.787,106.031,195550
Egotistic,5Z4aqpT39KpY8gbHoJWdou,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2018-07-16,69,0.616,0.833,3,-3.314,0,0.067,0.315,0.0,0.175,0.595,97.898,196018
Don`t Say Good Bye,3d6PVdsUe898PZeiRoD07r,['CNBLUE'],"{'k-pop boy group', 'k-pop'}",False,2011-04-26,19,0.593,0.631,0,-5.292,1,0.0358,0.259,0.0,0.152,0.367,137.893,265822
Dance The Night Away,3t723PlEADna6GjgquoMRW,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2018-07-09,70,0.711,0.861,0,-2.905,1,0.0924,0.106,4.4e-05,0.113,0.78,118.004,180800
Wag-zak,45UsiRzyeeAm1LlQZi66k2,['Lovelyz'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2018-07-01,36,0.8,0.899,10,-2.663,1,0.0374,0.155,0.00057,0.124,0.831,120.0,211156
Restless,4AHNi316rl3KI3hKIsdxZe,['BIBI'],"{'korean r&b', 'k-pop'}",False,2020-02-02,54,0.575,0.607,5,-6.897,1,0.0274,0.382,0.000112,0.115,0.298,89.985,267080
Shoot Me,3cl6BsTDeeGRbgug5TXrvg,['DAY6'],"{'k-pop boy group', 'k-pop'}",False,2018-06-26,66,0.583,0.916,1,-1.396,1,0.149,0.0683,0.0,0.0489,0.732,167.933,175837
BAAM,4Is1b37KJY9XVCgzp81FBW,['MOMOLAND'],"{'k-pop girl group', 'k-pop'}",False,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.00431,0.0864,0.905,127.051,208475
Our Page,2QqH85XScNQ3dXabg3NZE5,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2018-09-10,47,0.674,0.752,5,-4.657,0,0.0326,0.295,0.0,0.164,0.348,107.021,239721
Dejavu,1VAwnMFpVRc0CvdRRsHDrP,"[""NU'EST W""]","{'k-pop boy group', 'k-pop'}",False,2018-06-25,55,0.769,0.661,8,-5.08,0,0.133,0.24,0.0,0.118,0.552,107.967,199892
Only one for me,4vxK5XbTTDNNKYbPDmZZC3,['BTOB'],"{'k-pop boy group', 'k-pop'}",False,2018-06-18,55,0.674,0.749,0,-4.174,1,0.0345,0.345,0.0,0.289,0.65,98.006,226561
DDU-DU DDU-DU,2aI2k39nfa3KFsa4JclQzw,['BLACKPINK'],"{'k-pop girl group', 'k-pop'}",False,2018-06-15,77,0.671,0.859,4,-3.922,0,0.0833,0.0323,0.0,0.267,0.389,139.931,209355
CLOVER (feat. Yoonmirae),2Ks6uDIn7g9JCVxNMN7yDq,"['JIN LONGGUO', 'Yoon Mirae']","{'korean pop', 'korean ost', 'korean r&b', 'k-pop'}",False,2018-06-13,23,0.72,0.73,1,-4.024,0,0.0907,0.41,0.0,0.414,0.722,92.299,218783
Take Me Higher,2co7H0J0xQhbcHcXUk9dCn,['A.C.E'],"{'k-pop boy group', 'k-pop'}",False,2018-06-08,48,0.607,0.875,0,-3.71,1,0.0499,0.0355,0.0,0.262,0.608,119.969,219423
PITAPAT (DKDK),30x5JeY6aI3nIJF6S97Jqp,['fromis_9'],"{'k-pop girl group', 'k-pop'}",False,2018-06-05,50,0.642,0.886,5,-3.471,1,0.154,0.155,0.0,0.0971,0.781,159.918,183377
Hot Babe,6BEFuOnK2yN20KQdxi1qFE,['SUPER JUNIOR-D&E'],"{'k-pop boy group', 'k-pop'}",False,2018-08-08,27,0.705,0.922,9,-3.326,1,0.0693,0.00496,3.65e-06,0.272,0.609,100.016,236760
Bingle Bangle,04LMZmQh5Le3F7OwLwHDEM,['AOA'],"{'k-pop girl group', 'k-pop'}",False,2018-05-28,53,0.802,0.864,7,-3.888,1,0.0639,0.0293,0.0,0.335,0.745,111.994,221779
Dramatic,4fAUUc8y2ZQcwKLGHidZsa,['BVNDIT'],"{'k-pop girl group', 'k-pop'}",False,2019-05-15,49,0.719,0.884,5,-4.339,0,0.0473,0.0154,3.42e-06,0.413,0.728,99.98,205568
I.L.Y.,5MkZkFLnUrsMrVKQwqv5zV,['The Rose'],"{'k-pop boy group', 'k-pop'}",False,2018-04-16,59,0.629,0.405,6,-7.335,1,0.0336,0.666,1.5e-06,0.112,0.187,137.742,213217
How Why,1RHpIU25l0TTztLQ0aRKOT,['EXID'],"{'k-pop girl group', 'k-pop'}",False,2018-05-22,33,0.717,0.716,7,-5.397,1,0.05,0.107,0.0,0.733,0.39,100.001,231717
HOW R U TODAY,6oWfpr02JKAtt1GDaoAx8T,['N.Flying'],"{'k-pop boy group', 'k-rock', 'k-pop'}",False,2018-05-16,44,0.664,0.771,5,-4.387,1,0.105,0.00508,0.0,0.737,0.404,92.99,188531
CALL CALL CALL!,6TWCOczft8rK1LiHfVPuRN,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2018-05-30,57,0.619,0.887,5,-3.676,0,0.246,0.113,0.0,0.0741,0.642,129.931,199867
Seoul Night 서울 밤 (feat. Beenzino),2ixSmjqBk2I2kPaECL9YWf,"['Urban Zakapa', 'Beenzino']","{'k-rap', 'k-indie', 'korean r&b', 'korean pop', 'k-pop'}",False,2019-06-13,37,0.688,0.644,8,-3.514,1,0.0571,0.367,0.0,0.0858,0.784,94.999,205267
The New Era,6gJJ3geKv7UkSxOD2JmTQC,['GOT7'],"{'k-pop boy group', 'k-pop'}",False,2018-06-20,44,0.736,0.857,5,-1.812,1,0.094,0.031,0.0,0.231,0.466,102.553,219680
LATATA,2ezKXygNO30pXyDQXkm6oD,['(G)I-DLE'],"{'k-pop girl group', 'k-pop'}",False,2018-05-02,68,0.774,0.792,9,-4.019,0,0.224,0.00427,1.15e-06,0.283,0.505,98.1,202773
Time for the moon night,2jL9sjFc2LZsQBGbQnrjXR,['GFRIEND'],"{'k-pop girl group', 'k-pop'}",False,2018-04-30,58,0.455,0.827,6,-1.201,1,0.0573,0.325,0.0,0.0473,0.681,169.929,226699
Just Be Stars,2CPQhWRqvMGBrfaB9UGp4I,['JBJ'],"{'k-pop boy group', 'k-pop'}",False,2018-04-17,32,0.431,0.544,0,-4.717,1,0.0383,0.458,0.0,0.1,0.341,139.526,246674
그런 밤 Night Reminiscin’ (with Yang Da Il),2ytM3e2Ma9sc7h5jW9Sa0P,"['LUNA', 'Yang Dail']",{'k-pop'},False,2018-04-24,29,0.471,0.285,1,-7.512,1,0.0536,0.851,0.0,0.0981,0.275,170.656,228750
Nada Sou Sou,6iReUwdvaYsfrNnZy7B4VE,['Solar'],{'k-pop'},False,2018-04-24,38,0.518,0.272,3,-7.695,1,0.0312,0.922,0.0,0.125,0.348,128.823,251265
Horololo,6u2lCxHSfDki4rhl9pkI0C,['EXO-CBX'],"{'k-pop boy group', 'k-pop'}",False,2018-05-09,48,0.757,0.941,7,-2.123,1,0.0878,0.231,0.0,0.0582,0.641,95.012,192005
Dally (feat. GRAY),2XTAYIjVXKI2GeGed5WNK7,"['Hyolyn', 'GRAY']","{'korean pop', 'k-rap', 'korean r&b', 'k-pop'}",False,2020-08-19,0,0.67,0.816,11,-2.887,0,0.22,0.291,0.0,0.247,0.883,143.767,203000
Where the Wind Rises,5FFR2S3teGYxkVJruME589,['Solar'],{'k-pop'},False,2018-04-24,35,0.823,0.496,7,-6.186,1,0.054,0.72,5e-05,0.0952,0.785,109.959,195643
Pluhmm,3z0dBwfh708Ogo1zWK4xSV,['HA:TFELT'],"{'korean pop', 'k-indie', 'korean r&b', 'k-pop'}",False,2020-04-23,39,0.829,0.641,7,-5.396,0,0.0545,0.229,0.0,0.0974,0.656,134.011,223937
Scentist,18oDuUN4ixceCOX6hkfdRZ,['VIXX'],"{'k-pop boy group', 'k-pop'}",False,2018-04-17,46,0.617,0.829,10,-3.884,0,0.078,0.117,0.0,0.115,0.706,150.064,184794
Dear Fantasy,0usMUG2d9woDtlqLID3sfC,['SF9'],"{'k-pop boy group', 'k-pop'}",False,2018-02-26,31,0.618,0.854,0,-4.033,1,0.0619,0.262,0.0,0.0759,0.613,146.066,223236
Maybe spring,0LHPcNBIqDRAHerXnIEef6,['YOO SEONHO'],{'k-pop'},False,2018-04-11,29,0.647,0.55,7,-6.938,1,0.0289,0.427,9.22e-06,0.0854,0.378,79.008,244849
花요일 Blooming Day,4kmp56RAtXEzHOANS0BaLX,['EXO-CBX'],"{'k-pop boy group', 'k-pop'}",False,2018-04-10,59,0.735,0.736,4,-3.266,0,0.277,0.00511,0.0,0.165,0.813,117.975,199846
What is Love,1IX47gefluXmKX4PrTBCRM,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2018-07-09,73,0.574,0.909,8,-1.572,1,0.0655,0.0988,0.0,0.264,0.565,169.964,208240
Just One Day,4ZSLc2F15wKVPjyLt169tt,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2014-02-12,69,0.504,0.712,9,-4.705,1,0.379,0.175,0.0,0.377,0.307,189.577,239470
Love Line,203sd4cosoKgF62jSkqd6z,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2017-10-30,46,0.697,0.767,0,-4.719,1,0.0444,0.226,0.0,0.108,0.519,94.998,196800
YESTODAY,6OyLuTMyY9dOswKPyIT8SO,"['NCT', 'NCT U']","{'k-pop boy group', 'k-pop'}",False,2018-03-14,51,0.683,0.92,9,-3.322,0,0.0924,0.0294,0.0,0.295,0.678,94.959,196571
Like you,1QSkVgau9cQJ4OgrLoDpi1,['Gavy N.J'],{'k-pop'},False,2018-04-01,29,0.713,0.463,0,-8.029,1,0.032,0.595,0.0,0.116,0.523,90.003,226372
Egoist (Olivia Hye) (Feat. JinSoul),5UUeEljsNQroCUNId8DIV6,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2018-03-30,55,0.532,0.859,3,-3.562,0,0.0479,0.0208,0.0,0.339,0.391,92.007,247382
운명 The Chance of Love,3XzxHvEomjJIKZcZqYfFut,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2018-03-28,49,0.784,0.721,6,-2.571,0,0.0453,0.154,0.0,0.238,0.915,112.013,207133
District 9,3oJ7NaVHfhZBR0Yl9L3AhF,['Stray Kids'],"{'k-pop boy group', 'k-pop'}",False,2018-03-26,58,0.529,0.956,9,-1.889,1,0.265,0.0124,3.6e-06,0.119,0.559,179.989,211763
Jealousy,3TM7sUA8tMzndo6G8E526g,['Monsta X'],"{'k-pop boy group', 'k-pop'}",False,2018-03-26,56,0.695,0.852,6,-4.528,0,0.127,0.00701,0.0,0.14,0.496,102.988,207030
Just do it,57ITlzpnOMkSE6oHGbvTqi,['BSS'],{'k-pop'},False,2018-03-21,55,0.61,0.978,2,-2.432,1,0.121,0.17,0.0,0.392,0.815,150.047,201758
The Blue Bird,6emq7eKDjBS9PbxAPXwdDi,['APRIL'],"{'k-pop girl group', 'k-pop'}",False,2018-03-12,42,0.674,0.905,6,-2.397,1,0.0387,0.0734,0.0,0.195,0.447,123.011,195257
didn't know me,4Ompd9kJo9Os4yB0YFzsEC,['HEIZE'],"{'korean pop', 'korean r&b', 'k-pop'}",False,2018-03-08,47,0.611,0.635,0,-4.871,1,0.0337,0.37,0.0,0.138,0.364,136.026,238023
Jenga (feat. Gaeko),1dA1tlzwcJ3YDYsSul1m06,"['HEIZE', 'Gaeko']","{'korean pop', 'k-rap', 'korean r&b', 'k-pop'}",False,2018-03-08,52,0.711,0.73,1,-4.979,0,0.0436,0.269,2.34e-06,0.109,0.604,93.015,210158
Starry Night,5MaDeMdqsPsZTxNWdEZPVH,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2018-03-07,67,0.58,0.773,9,-3.302,0,0.05,0.656,0.0,0.112,0.506,124.148,211237
Star Wind Flower Sun,4J03wp9S7iCSchc4PGbAvg,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2018-03-07,41,0.53,0.435,10,-5.585,1,0.0337,0.853,0.0,0.112,0.206,122.342,223127
I PROMISE YOU (I.P.U.),4XGEp6uSVqsKz0dUX8n1tI,['Wanna One'],"{'k-pop boy group', 'k-pop'}",False,2018-03-19,52,0.652,0.831,8,-3.684,1,0.0436,0.102,0.0,0.229,0.744,130.033,220529
Idle song,1P7zwuGNeGWehpKVavukRe,['SOYEON of (G)I-DLE'],{'k-pop'},False,2018-02-28,41,0.933,0.615,0,-4.287,1,0.129,0.489,0.0,0.116,0.513,120.026,188456
Baby Don't Stop - Special Thai Version,3K8yw3FK4q0j05XabjP6mE,['NCT U'],"{'k-pop boy group', 'k-pop'}",False,2018-06-02,43,0.843,0.722,1,-6.403,1,0.0696,0.0218,5.31e-06,0.0424,0.344,95.981,183020
BLACK DRESS,4g73tmQQc6pSfe4NMXKrZD,['CLC'],"{'k-pop girl group', 'k-pop', 'korean city pop'}",False,2018-02-22,59,0.728,0.821,0,-3.129,1,0.0419,0.0307,0.0,0.0386,0.816,108.001,193609
"ONE SHOT, TWO SHOT",1OWxlgwPtWuEvGkH8uS1Tj,['BoA'],"{'j-idol', 'k-pop'}",False,2018-02-20,49,0.804,0.679,7,-5.82,0,0.067,0.24,0.0,0.12,0.483,119.948,210880
Where I am gone,6uCmZdO7HFRo12LTH1qlNn,['Yang Yoseob'],"{'korean pop', 'k-pop'}",False,2018-02-19,30,0.501,0.76,2,-4.653,1,0.15,0.619,0.0,0.0863,0.408,193.995,213970
Will Be Fine,6dyc8r8VQYthh7qH8tERXY,['Park Boram'],"{'korean pop', 'k-pop'}",False,2018-02-13,28,0.437,0.423,1,-4.96,0,0.0323,0.691,0.0,0.366,0.312,126.766,229060
Only Then,7mFigNlS2dsKMhcmJyfpeg,['Roy Kim'],"{'korean pop', 'k-pop'}",False,2018-02-12,59,0.42,0.314,6,-7.368,1,0.0324,0.798,2.2e-05,0.113,0.192,128.412,248836
BONGJESEON (feat. SURAN),0Wjj4wmUPn34PU9rOGCBj7,"['Dynamicduo', 'SURAN']","{'k-rap', 'k-indie', 'korean r&b', 'korean pop', 'k-pop'}",False,2018-02-07,37,0.532,0.622,0,-5.054,0,0.0587,0.747,0.0,0.0884,0.325,123.36,259475
THANKS,7cbZIBLhfD9taMBgEsIhIp,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2018-02-05,63,0.513,0.867,8,-3.729,1,0.0632,0.0631,0.0,0.34,0.536,149.967,213072
The Boots,4b94vQrKQCpbZjV3332K7p,['gugudan'],"{'k-pop girl group', 'k-pop'}",False,2018-02-01,46,0.693,0.84,7,-2.648,1,0.035,0.0104,0.0,0.359,0.513,105.006,201396
NEGA DOLA,5OXGY1pFAAnxGSkqhZ4C6c,['BoA'],"{'j-idol', 'k-pop'}",False,2018-01-31,35,0.818,0.83,9,-3.178,0,0.122,0.21,0.0015,0.286,0.864,110.024,176053
HOLIDAY (feat. DPR LIVE),0hOHuFA0BpaFMk8YZpTsaY,['Suzy'],"{'korean pop', 'k-pop'}",False,2018-01-29,41,0.619,0.75,7,-5.143,1,0.132,0.345,0.0,0.0739,0.437,93.861,190899
One & Only (Go Won),1DzpZ8HBR0MgGkZDhAdd7f,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2018-01-30,50,0.758,0.908,7,-3.85,1,0.0574,0.0954,0.0,0.325,0.727,109.999,175828
