name,id,artists,genres,explicit,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
예뻤어 You Were Beautiful,71WZ7yFuwxmQz5jJUpvkGv,['DAY6'],"{'k-pop boy group', 'k-pop'}",False,2017-06-07,68,0.458,0.617,5,-3.464,0,0.0331,0.0649,0.0,0.109,0.418,167.925,283160
Get The Treasure,0eevVca6StlqtNDzUI5egO,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2018-04-18,26,0.674,0.899,11,-2.963,0,0.0639,0.0668,0.0,0.156,0.962,114.991,224227
Pretty Pretty,4toxxD0D1tAAZPqbA8zsCX,['PENTAGON'],"{'k-pop boy group', 'k-pop'}",False,2016-12-07,37,0.715,0.92,7,-4.998,1,0.146,0.123,0.0,0.121,0.707,105.034,189042
DOWNPOUR,51CWs8Gipl0UqDGNA5xekm,['I.O.I'],"{'k-pop girl group', 'k-pop'}",False,2017-01-18,61,0.467,0.433,9,-4.073,1,0.0332,0.66,0.0,0.13,0.333,145.302,234259
When I'm with you (feat. Brother Su),43zmTG58HoGNUWYFaeiId5,"['Park Kyung', 'BrotherSu']","{'korean pop', 'k-pop'}",False,2017-01-18,33,0.626,0.517,9,-6.653,0,0.0921,0.272,0.0,0.2,0.439,82.932,239985
Hobgoblin,2pSOUHBQXkN3fS2TAJHhfR,['CLC'],"{'k-pop girl group', 'k-pop', 'korean city pop'}",False,2017-01-17,60,0.621,0.873,11,-2.888,0,0.103,0.0194,0.0,0.488,0.401,169.91,210478
I'm Fine,0EQMrxdeiBhry9JCxskko3,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2018-08-24,71,0.51,0.842,11,-2.782,0,0.103,0.00852,0.0,0.346,0.302,87.605,240339
April Story,744wv6QfQEtOJA6LjzCr74,['APRIL'],"{'k-pop girl group', 'k-pop'}",False,2017-01-04,44,0.618,0.878,9,-2.949,1,0.0461,0.198,0.0,0.15,0.553,107.978,203374
Bing Bing,0tHkBl71ZHXaFdc0sNGQHz,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2019-12-23,47,0.774,0.888,10,-3.689,1,0.0641,0.106,3.84e-05,0.432,0.45,114.035,202404
Cause you're my star,1QJapkI35bvECV1UK7j164,['Apink'],"{'k-pop girl group', 'k-pop'}",False,2016-12-15,32,0.634,0.819,7,-4.751,1,0.118,0.06,0.0,0.314,0.827,160.932,191406
Cause you're my star,1QJapkI35bvECV1UK7j164,['Apink'],"{'k-pop girl group', 'k-pop'}",False,2016-12-15,32,0.634,0.819,7,-4.751,1,0.118,0.06,0.0,0.314,0.827,160.932,191406
FXXK IT,7uzib3dSSwgUwcD3z0k3bR,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2016-12-13,65,0.72,0.746,0,-3.143,0,0.107,0.152,0.0,0.276,0.587,90.026,231811
Number 1,2GGzUBEJE1dN2PHrf7neS7,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2020-02-05,51,0.689,0.945,11,-3.346,1,0.0454,0.0844,0.0,0.412,0.774,103.982,202947
BOOMBOOM,0pWxUlYb3EM2WkcTJfwBdP,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2016-12-05,59,0.853,0.814,8,-3.047,1,0.0766,0.0347,0.0,0.171,0.686,108.111,206227
Hard Carry,2HZRtkGlLqXnwNcjNsgp9b,['TOO'],"{'k-pop boy group', 'k-pop'}",False,2020-06-05,46,0.806,0.912,1,-2.494,1,0.135,0.037,0.0,0.434,0.547,102.048,227813
White Night,33txTXgQioQ5eaXc7yWd67,['NCT 127'],"{'k-pop boy group', 'k-pop'}",False,2020-03-06,50,0.56,0.568,7,-3.967,0,0.0288,0.203,0.0,0.13,0.214,70.978,243427
Pit-a-Pat,5w3R1N8AV5Xa5wHuoQ2srY,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2016-10-24,42,0.663,0.882,7,-2.54,1,0.144,0.123,0.00013,0.318,0.612,178.03,207507
Tell Me What To Do,082T4CgUFyV0tjPdzaq6ml,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2016-11-15,51,0.602,0.926,7,-1.78,1,0.177,0.102,0.0,0.317,0.288,125.107,246787
TIAMO,3Kjwkqzy4utpm42t0R83jU,['T-ARA'],"{'k-pop girl group', 'k-pop'}",False,2016-11-09,38,0.639,0.835,5,-3.783,1,0.0688,0.0198,0.0,0.619,0.345,89.009,203491
JJan! Koong! Kwang!,0mACEYbz42CQdqAPjIJHi6,['MOMOLAND'],"{'k-pop girl group', 'k-pop'}",False,2016-11-10,40,0.722,0.886,10,-3.028,1,0.0581,0.264,0.0,0.134,0.696,139.968,199781
I'm Fine,0EQMrxdeiBhry9JCxskko3,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2018-08-24,71,0.51,0.842,11,-2.782,0,0.103,0.00852,0.0,0.346,0.302,87.605,240339
Décalcomanie,472McvAuBRHKhKUA0jrBUK,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2016-11-07,61,0.648,0.859,10,-2.384,1,0.0472,0.114,0.0,0.448,0.541,115.436,215998
11:11,67QGnT1Vdfuuy4HkLTUVjj,['TAEYEON'],{'k-pop'},False,2017-04-05,63,0.445,0.528,10,-7.243,1,0.0744,0.677,0.0,0.155,0.511,203.155,223452
PLAYING WITH FIRE,7e7VjLxO5xJINHvnRytrqi,['BLACKPINK'],"{'k-pop girl group', 'k-pop'}",False,2016-11-01,76,0.707,0.758,4,-4.511,0,0.0917,0.0399,0.0,0.141,0.674,97.037,197355
Selfish & Beautiful Girl (From WELCOME 2 BASTARZ) - 이기적인 걸 (From WELCOME 2 BASTARZ),6E3znuDnrmmoJC7Cssdlqg,['Block B - BASTARZ'],"{'k-pop boy group', 'k-pop'}",False,2016-10-24,33,0.768,0.852,0,-3.831,1,0.0719,0.0519,0.0,0.0657,0.82,110.993,201421
Very Very Very,2VmbUOcHetU78iuTfe5kKR,['I.O.I'],"{'k-pop girl group', 'k-pop'}",False,2016-10-17,64,0.744,0.963,7,-1.527,1,0.0623,0.139,2.46e-06,0.0822,0.781,102.986,203640
Blood Sweat & Tears,5RGf8qn1TBWVplLyyKUsuV,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2016-10-10,74,0.583,0.885,0,-3.571,0,0.106,0.0244,0.0,0.357,0.601,92.959,217052
ViViD,1P2oYaTIBRB4pYL28Ps5Mv,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2016-10-05,50,0.71,0.878,4,-3.67,0,0.151,0.261,0.0,0.465,0.747,105.966,201537
FRI. SAT. SUN,24EZdr3QD9P2jbTtYJn2ux,['Dalshabet'],"{'k-pop girl group', 'k-pop'}",False,2016-09-29,33,0.619,0.809,7,-2.283,1,0.0679,0.173,0.0,0.31,0.748,149.947,182656
Doo Doom Chit,0Z4wdqp3a9adnckqpqN1W8,['Crayon Pop'],"{'k-pop girl group', 'k-pop'}",False,2016-09-26,32,0.676,0.989,5,-0.168,0,0.161,0.262,7.25e-06,0.337,0.812,127.992,190459
Bobby Doll,5DYCmUoQK9GKTY0AAnKkYV,['Song Ji Eun'],"{'korean pop', 'k-pop'}",False,2016-09-20,25,0.709,0.877,8,-2.505,1,0.0702,0.224,0.0,0.143,0.834,122.944,184517
Mr. Potter,4qp44Z9rNQr9XTx3KloFdj,['DIA'],"{'k-pop girl group', 'k-pop'}",False,2016-09-13,39,0.501,0.959,7,-1.057,1,0.174,0.336,0.0,0.546,0.619,173.996,213937
Promise (I'll be),3CkAvpdvSbHTX7DrdFhOno,['2PM'],"{'k-pop boy group', 'k-pop'}",False,2016-09-13,40,0.57,0.945,1,-1.72,0,0.0722,0.108,0.0,0.104,0.51,159.899,208573
Russian Roulette,7puC9LjNg0ItpjTz28yeaY,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2018-07-04,62,0.706,0.902,7,-2.543,0,0.0352,0.00909,0.00137,0.17,0.964,130.024,211213
Maria,0ZeGfEAL5Rl4pd5LZBGuEK,['Hwa Sa'],{'k-pop'},False,2020-06-29,84,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,199027
Galaxy 우주를 줄게,6T3Mlx5fr71sm0u1YDAb4R,['BOL4'],"{'korean pop', 'k-pop'}",False,2016-08-29,64,0.606,0.815,0,-2.407,1,0.132,0.681,0.0,0.0919,0.707,166.024,213853
Love Paint (every afternoon),5ZmZnO37y2neKxn2KVhuLQ,"[""NU'EST""]","{'korean pop', 'k-pop boy group', 'k-pop'}",False,2016-08-29,42,0.619,0.949,4,-2.653,0,0.2,0.222,0.0,0.483,0.596,147.024,185518
Shooting Love,5C9gJtpWt4OgYCi4DcTGmq,['LABOUM'],"{'k-pop girl group', 'k-pop'}",False,2016-08-23,33,0.653,0.988,11,-1.717,1,0.195,0.241,2.21e-06,0.0787,0.855,160.033,201718
Still 24K,54wWoqaydioPQmKEFi8IC3,['24K'],"{'k-pop boy group', 'k-pop'}",False,2016-10-22,35,0.622,0.914,11,-1.365,0,0.163,0.0156,0.0,0.258,0.568,128.956,214894
Whatta Man (Good man),754PhkDUWZUkHbM7zfiLKm,['I.O.I'],"{'k-pop girl group', 'k-pop'}",False,2016-08-09,55,0.559,0.936,6,-2.254,0,0.0931,0.0063,3.85e-05,0.457,0.696,150.065,193605
BOOMBAYAH,3yHQKddM8SVCRnuPSo3HPN,['BLACKPINK'],"{'k-pop girl group', 'k-pop'}",False,2016-08-08,77,0.658,0.836,5,-3.282,0,0.0549,0.00264,1.02e-06,0.507,0.387,124.969,240849
Lip 2 Lip,12VEtNuKVQLjWrbEH1ovQJ,['9MUSES'],"{'k-pop girl group', 'k-pop'}",False,2016-08-04,35,0.77,0.927,4,-1.525,0,0.0492,0.125,0.0,0.102,0.964,136.024,182203
highfiVe,6pnn1CdUNjy2iEXr5wouyr,"['Dynamicduo', 'Primary', 'Boi B', 'Crush']","{'k-rap', 'k-indie', 'korean r&b', 'korean city pop', 'korean pop', 'k-pop'}",False,2016-07-22,19,0.624,0.86,2,-3.061,1,0.317,0.091,0.0,0.195,0.361,156.005,241587
SHUBIRUBIRUB,0zcj7EGqDRKhJMj28TJsDa,['Gavy N.J'],{'k-pop'},False,2016-07-20,7,0.711,0.826,5,-3.313,1,0.0387,0.0588,0.0,0.25,0.521,114.985,204621
That Summer (Second Story),6NQMnIkdIdcjEhQG7o2rDU,['INFINITE'],"{'k-pop boy group', 'k-pop'}",False,2016-07-08,28,0.589,0.686,8,-5.494,1,0.0338,0.0343,0.0,0.0804,0.564,91.977,218253
VERY NICE,1Rrj7KyS2R6SP9CQMDJW1w,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2016-07-04,66,0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967,192093
Shut Up & Groove (feat. DEAN) [From And July],1qz2bFE5ZtwZSd6DNed2RJ,"['HEIZE', 'Dean']","{'korean pop', 'korean r&b', 'k-pop'}",False,2016-06-02,50,0.655,0.665,7,-4.785,1,0.0358,0.0873,0.0,0.122,0.535,112.831,199281
Why So Lonely,3mKK73NhylzXdHV4qZGxI4,['Wonder Girls'],"{'k-pop girl group', 'k-pop'}",False,2016-07-05,58,0.634,0.726,7,-5.086,1,0.133,0.111,0.0,0.111,0.809,155.161,206707
I DO LOVE YOU,29cTSv9cOOka2NFLbQQiKg,['SONAMOO'],"{'k-pop girl group', 'k-pop'}",False,2016-06-29,10,0.725,0.705,1,-4.602,1,0.0467,0.0854,0.0,0.222,0.428,103.009,208497
WONDERLAND,6k67RdkVjTZj79c1cRz7IQ,['ATEEZ'],"{'k-pop boy group', 'k-pop'}",False,2019-10-08,70,0.572,0.964,4,-1.949,0,0.123,0.0503,0.0,0.372,0.519,129.979,199013
MIROH,4WuKHgxdCJsaOBIh7yndty,['Stray Kids'],"{'k-pop boy group', 'k-pop'}",False,2019-03-25,71,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,207617
NAVILLERA,2Oi0IO8K4BEbhPUdWcjNmv,['GFRIEND'],"{'k-pop girl group', 'k-pop'}",False,2016-07-11,57,0.642,0.957,6,-0.944,0,0.05,0.0438,0.0,0.273,0.801,125.008,193580
Lucky One,6F07dfBaUEcylJdL3gky7y,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2016-06-09,57,0.731,0.787,1,-3.95,1,0.055,0.169,0.0,0.0892,0.799,120.951,227486
L.I.E,4c1cUu1PFDX1YB6JDvG8vf,['EXID'],"{'k-pop girl group', 'k-pop'}",False,2016-06-01,51,0.682,0.921,1,-1.261,1,0.0707,0.0742,0.0,0.16,0.66,155.054,211100
Free Somebody,2GYXeZioWBxUgsRZ30fvYt,['LUNA'],{'k-pop'},False,2016-05-31,48,0.676,0.797,11,-3.862,0,0.059,0.114,1.26e-06,0.344,0.546,114.988,199824
No Oh Oh,1XQ41IX8bQjCQNjc4VQsXz,['CLC'],"{'k-pop girl group', 'k-pop', 'korean city pop'}",False,2016-05-30,38,0.754,0.869,5,-2.557,0,0.0457,0.0195,0.0,0.122,0.803,92.988,223453
To My Bestfriend,4ssM27YO8d0VyTqPvr2QKr,['BOYFRIEND'],"{'k-pop boy group', 'j-pop boy group', 'k-pop'}",False,2016-05-26,21,0.626,0.802,1,-2.305,1,0.0522,0.162,0.0,0.08,0.6,102.042,220788
uhgood,7hjWFO88DN3FroDMRIcehn,['RM'],"{'k-rap', 'k-pop'}",False,2018-10-22,60,0.536,0.559,0,-6.826,1,0.0501,0.00135,0.016,0.132,0.0964,85.971,194384
RE-BYE,1VrUu8hMTMslRSjsDpSJKc,['AKMU'],"{'korean pop', 'k-pop'}",False,2016-05-04,51,0.801,0.608,2,-5.474,0,0.0663,0.476,0.0,0.13,0.922,127.958,188717
How People Move,4A6yn8pvwwezoyQIySqvou,['AKMU'],"{'korean pop', 'k-pop'}",False,2016-05-04,44,0.812,0.833,9,-3.529,1,0.083,0.307,0.0,0.0511,0.846,121.923,202388
Tinkerbell,3WSLv2WNgHE0BNMrHC0Jye,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2007-11-01,31,0.662,0.772,4,-3.222,1,0.0263,0.666,0.0,0.213,0.672,99.992,177187
CHEER UP,4CeE0LU1SkHshwHeMfPwqk,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2016-04-25,68,0.548,0.885,6,-1.48,1,0.125,0.139,0.0,0.0716,0.509,172.946,208853
Fight Day 싸운날,6vf5x16iT8hCzBvIQy3tDf,['BOL4'],"{'korean pop', 'k-pop'}",False,2016-08-29,47,0.649,0.658,8,-1.853,1,0.048,0.298,0.0,0.065,0.739,76.927,189188
Epilogue: Young Forever,43hiD0QEeUysuWqDzd8GwA,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2016-05-02,66,0.606,0.815,5,-3.818,0,0.231,0.04,0.0,0.119,0.386,88.062,171803
일곱 번째 감각 The 7th Sense,6BdchFAP4TUZUceAsAEb5U,"['NCT', 'NCT U']","{'k-pop boy group', 'k-pop'}",False,2018-03-14,60,0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,214035
A Few Years Later,2XBwLQkHIbn0xQYpVt39Va,['Block B'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2016-03-28,38,0.644,0.565,10,-6.174,1,0.35,0.487,0.0,0.103,0.501,95.024,227771
Platonic Love,32uZjoJA2Mm7Xf6Yonsk3q,['SNUPER'],"{'k-pop boy group', 'k-pop'}",False,2016-03-08,35,0.65,0.934,0,-3.532,0,0.0382,0.000929,0.0,0.104,0.703,147.951,188845
Galaxy 우주를 줄게,6T3Mlx5fr71sm0u1YDAb4R,['BOL4'],"{'korean pop', 'k-pop'}",False,2016-08-29,64,0.606,0.815,0,-2.407,1,0.132,0.681,0.0,0.0919,0.707,166.024,213853
Severely,55IWnmlg29mY9EiLhH514C,['FTISLAND'],"{'korean pop', 'k-pop boy group', 'k-rock', 'k-pop'}",False,2012-01-31,47,0.557,0.812,4,-3.085,1,0.0286,0.0395,0.0,0.258,0.496,141.888,250645
Press Your Number,1T7NW3LwpJZw381bfiPPBz,['TAEMIN'],{'k-pop'},False,2016-02-23,54,0.656,0.78,10,-3.609,0,0.058,0.186,0.0,0.209,0.613,120.021,226258
Deepened,2csIvlGQz4Xfpk4e5a6ISo,['Brave Girls'],"{'k-pop girl group', 'k-pop'}",False,2016-02-16,37,0.771,0.855,5,-2.988,0,0.0425,0.215,0.0,0.336,0.548,122.967,193653
I'm Jelly BABY,4xcbkTvjekjJ5qPhRF4N5g,['AOA CREAM'],"{'k-pop girl group', 'k-pop'}",False,2016-02-12,39,0.595,0.865,7,-1.539,1,0.0422,0.019,0.0,0.412,0.376,163.826,225680
Taller than You,05d6pLPZ1DmRfgc5IfdPnx,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2016-02-26,52,0.733,0.684,11,-3.99,0,0.416,0.0944,0.0,0.143,0.757,200.308,184362
Monologue,5948rGOD7Spt8IALZLOuNr,['TAEMIN'],{'k-pop'},False,2019-02-11,43,0.556,0.261,8,-9.74,1,0.03,0.901,0.0,0.166,0.5,85.876,200530
Someone Like U,5zbxw72g850H4fNMFEO7PC,['Dalshabet'],"{'k-pop girl group', 'k-pop'}",False,2016-01-05,43,0.742,0.971,6,-1.687,1,0.0671,0.3,0.0,0.04,0.964,121.005,200768
DUMB & DUMBER,03DQmSDUFs2qItZQbWz2s4,['iKON'],"{'k-pop boy group', 'k-pop'}",False,2015-12-24,49,0.729,0.878,1,-4.402,1,0.085,0.108,0.0,0.049,0.438,129.96,241763
Sing For You,7htOPFqaCfI6j5ssnz2cla,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2015-12-10,56,0.341,0.288,8,-7.544,1,0.0335,0.852,0.0,0.363,0.443,170.202,235036
Dear Santa - English Version,7GUbqy8Ldj5lh0c6lh9Iun,"[""Girls' Generation-TTS""]","{'k-pop girl group', 'k-pop'}",False,2015-12-04,30,0.549,0.669,1,-5.283,1,0.0367,0.426,1.22e-06,0.0943,0.288,132.222,238136
Muah!,1h3IbJchqaJwWaz4v5WGDB,['APRIL'],"{'k-pop girl group', 'k-pop'}",False,2015-11-25,35,0.755,0.909,1,-1.98,1,0.0721,0.107,0.0,0.21,0.494,123.949,182073
Hot Pink,3t1HegTbjLFXUaNAElhR7T,['EXID'],"{'k-pop girl group', 'k-pop'}",False,2015-12-11,51,0.769,0.962,1,-1.812,1,0.0691,0.357,2.32e-06,0.375,0.708,107.008,200729
Shall We Dance,7xMBlV5OBTiHlUraGaHGqs,['Block B'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2018-01-09,53,0.854,0.721,2,-3.769,1,0.0776,0.0157,0.0,0.153,0.828,112.012,180807
LIGHTSABER,0WgIKcomgCpfSvTHRT43aW,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2015-11-11,51,0.649,0.832,5,-4.552,0,0.086,0.13,0.0,0.414,0.58,139.986,184935
Chained Up,2JcQ5i13wsNdyyXs8Sqab0,['VIXX'],"{'k-pop boy group', 'k-pop'}",False,2015-11-10,52,0.728,0.941,9,-2.044,0,0.188,0.0955,0.0,0.328,0.924,92.065,192922
Warm Hole,1Gm72OjVGoDOmyMSNskQd2,['Brown Eyed Girls'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2015-11-05,30,0.615,0.991,5,-0.391,0,0.283,0.0695,0.0,0.285,0.695,159.965,192083
Sing Your Song,3GfQN6MxgV536Ab6VVxT08,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2018-04-18,27,0.625,0.795,0,-3.937,1,0.0542,0.192,0.0,0.0718,0.801,75.04,244880
Don't Touch my Girl,7nK4hyMZkGCOjEot2Tbz3p,['BOYFRIEND'],"{'k-pop boy group', 'j-pop boy group', 'k-pop'}",False,2011-10-06,40,0.544,0.926,1,-2.777,1,0.0594,0.0425,0.0,0.261,0.92,147.92,209972
Like Ooh-Ahh,1Jk8M1iFFoTcL0IMuDHdsJ,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2015-10-20,67,0.72,0.876,6,-1.166,1,0.0776,0.241,0.000101,0.382,0.694,141.997,215080
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1ZLrDPgR7mvuTco3rQK8Pk,"['SHAUN', 'Conor Maynard', 'Sam Feldt']","{'viral pop', 'post-teen pop', 'tropical house', 'edm', 'pop', 'dance pop', 'pop edm', 'uk pop', 'k-pop'}",False,2018-12-21,76,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,192453
Ah-Choo,4Kl017IgdJxdlvgnvrpYlE,['Lovelyz'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2015-10-01,51,0.729,0.898,5,-1.029,1,0.0391,0.315,0.0,0.107,0.517,126.977,218475
Super Fly,1PdQzu5XLJEwAYQqxwrkRL,['24K'],"{'k-pop boy group', 'k-pop'}",False,2015-10-01,43,0.658,0.958,11,-2.176,1,0.103,0.0508,0.0,0.37,0.626,96.51,191202
RHYTHM TA,374WyJeaSR9Cmq4kuFzoqu,['iKON'],"{'k-pop boy group', 'k-pop'}",False,2015-12-24,56,0.764,0.819,2,-4.104,0,0.114,0.127,0.0,0.332,0.603,81.975,227056
End of a day,0cAFqRrz8OqAoHdbiCM5OD,['JONGHYUN'],"{'korean pop', 'k-pop'}",False,2015-09-17,54,0.638,0.328,3,-7.686,1,0.0378,0.933,0.0,0.287,0.285,125.539,277224
"SO, DANGEROUS",4YBd93JiF09t0NhcGVG5UJ,['UP10TION'],"{'k-pop boy group', 'k-pop'}",False,2015-09-11,39,0.742,0.921,2,-3.523,1,0.159,0.0288,0.0,0.0884,0.852,127.953,209825
Mansae,5rIsrawNyPv1q8v11iwJsh,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2015-09-10,60,0.749,0.955,7,-1.767,1,0.0867,0.0547,0.0,0.112,0.761,111.96,186875
Dumb Dumb,64iDjAuWDogVhuoWhKklF9,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2015-09-09,64,0.778,0.789,7,-4.297,0,0.0503,0.0334,2.05e-06,0.225,0.799,145.99,202543
Laugh Laugh Laugh,7tOFn8o8PGQUFA8JHe3sft,['GOT7'],"{'k-pop boy group', 'k-pop'}",False,2014,25,0.757,0.861,4,-3.862,0,0.121,0.0229,0.0,0.461,0.561,96.022,211507
Dream Candy,4h4O04FMZxSaZLtz8IGEzg,['APRIL'],"{'k-pop girl group', 'k-pop'}",False,2015-08-24,30,0.668,0.978,2,-4.41,1,0.161,0.185,0.0,0.352,0.542,129.978,216147
Lion Heart,405SQUJdQut02dxtuQ0CZ3,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2015-08-19,61,0.754,0.788,2,-3.175,1,0.0322,0.129,0.00274,0.0775,0.961,124.992,224258
ZUTTER (GD&T.O.P),3lYPk1b8Ai6R6zvayGyRbW,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2016-12-13,55,0.817,0.399,10,-5.482,0,0.076,0.11,0.0,0.122,0.3,90.015,194508
Let's not fall in love,5QhE3ILw6KUR40fe0w35bb,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2015-08-05,48,0.685,0.843,0,-4.258,1,0.0499,0.121,0.0,0.126,0.637,125.029,211984
Married To The Music,1ogT6eFnEuX5BDH8JoKjX8,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2015-08-03,50,0.729,0.869,10,-3.24,0,0.0994,0.107,0.0,0.0721,0.889,114.995,214689
Gotta Go To Work,4XT9e16MRAv2fzgxCAbGHp,['Beast'],"{'k-pop boy group', 'k-pop'}",False,2015-07-27,31,0.716,0.737,2,-3.205,1,0.0837,0.438,0.0,0.124,0.903,94.962,199653
Vibrato,22R5fogq6llYfzzpv12KyD,['Stellar'],"{'k-pop girl group', 'k-pop'}",False,2015-07-20,45,0.699,0.944,11,-2.907,0,0.167,0.112,0.0,0.735,0.855,115.961,182122
I'm a HOTSHOT,1PuG9vhoeEGFRb6xIMDNVw,['HotShot'],"{'k-pop boy group', 'k-pop'}",False,2015-07-02,31,0.613,0.867,8,-4.128,1,0.0587,0.113,0.0,0.35,0.72,150.995,174013
Um Oh Ah Yeh,42reErFmOTjPS2x8tbSw5N,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2015-06-19,54,0.728,0.893,7,-1.896,1,0.0476,0.128,0.0,0.167,0.453,104.977,214088
WE LIKE 2 PARTY,4mXEyvBmSPjS0SywQWWiwe,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2016-12-13,53,0.692,0.912,1,-3.323,0,0.297,0.0142,0.0,0.348,0.682,89.963,195579
BANG BANG BANG,0QIRm9sUkGnezGznkWCqCo,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2016-12-13,69,0.694,0.832,5,-3.038,0,0.0598,0.0192,0.0,0.355,0.424,135.011,220238
CALL ME BABY,6Rx0ORYPP3GH9rTvGS5Vy8,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2015-03-30,67,0.692,0.886,1,-2.519,1,0.0519,0.284,0.0,0.341,0.879,100.03,211013
Adore U,6wtgR5ZVbOZPHIeMNQwugp,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2015-05-29,60,0.533,0.851,7,-3.435,1,0.201,0.00281,1.57e-06,0.14,0.77,203.802,186650
GOOD BAM,2iODlZgbroRzdfuxmFfPiH,['N.Flying'],"{'k-pop boy group', 'k-rock', 'k-pop'}",False,2019-10-15,50,0.741,0.898,7,-1.659,1,0.0672,0.279,0.0,0.156,0.8,108.021,210400
Dope,4TiKZrN7gtc62SUiufpFCM,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2016-05-02,71,0.579,0.896,10,-2.781,0,0.224,0.0272,1.02e-06,0.352,0.678,153.991,240021
Might Just Die,7lCjAGCmD3mSrmvahiG2fl,['HISTORY'],"{'k-pop boy group', 'k-pop'}",False,2015-05-21,38,0.475,0.922,1,-2.925,1,0.225,0.0228,0.0,0.0573,0.61,142.763,195240
Trespass,0kRrmWLPSnOGQjoMEdW5RN,['Monsta X'],"{'k-pop boy group', 'k-pop'}",False,2015-05-14,50,0.596,0.763,2,-2.278,1,0.0615,0.00394,0.0,0.0672,0.162,99.923,205000
Hello Bubble,14j8y6aQU0KdCe3GKagCSY,"[""Girl's Day""]","{'korean pop', 'k-pop girl group', 'k-pop'}",False,2015-07-07,31,0.737,0.911,7,-2.567,1,0.0441,0.28,0.0,0.126,0.806,106.972,203693
BAE BAE,3CV5ak1oN85Vjx1NHiLK7H,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2016-12-13,60,0.687,0.63,0,-4.914,1,0.0401,0.0084,0.0,0.208,0.402,140.011,169482
I Need U,7dlNGfd6Fq8xcFb4K6Glws,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2016-05-02,70,0.475,0.897,5,-2.383,0,0.0736,0.0184,0.0,0.296,0.642,78.918,210577
Zero For Conduct,1bcux37fBrjXNoS11QQhCp,['Block B - BASTARZ'],"{'k-pop boy group', 'k-pop'}",False,2015-04-14,50,0.573,0.938,1,-3.136,1,0.207,0.0783,0.0,0.385,0.631,157.121,193692
AH YEAH,2WDhYlm5gBepkMZHBk0LN7,['WINNER'],"{'k-pop boy group', 'k-pop'}",False,2019-05-15,56,0.797,0.722,7,-5.051,1,0.0388,0.356,0.0,0.177,0.878,128.01,176906
One Spring Day,2KyaWbVO7zeClGfzxyWroj,['Urban Zakapa'],"{'korean pop', 'k-indie', 'k-pop'}",False,2011-05-17,28,0.466,0.307,5,-6.752,1,0.0358,0.846,0.0,0.101,0.307,139.226,269296
