Post,Date,Artist,Song Name,Korean Name,Director,Video,Type,Release
,8/1/2017,Park Kyung,Wiped,순간삭제,,Youtube,Boy Solo,Major
,7/31/2017,Shannon,Hello,헬로,,Youtube,Girl Solo,Major
,7/31/2017,Longguo & Shihyun,the.the.the,더더더,,Youtube,Boy,Major
,7/31/2017,Raina,Loop feat. Aron,밥 영화 카페,,Youtube,Girl Solo,Major
,7/30/2017,JJ Project,"Tommorow, Today","내일, 오늘",,Youtube,Boy,Major
,7/29/2017,FTISLAND,Paradise,,,Youtube,Boy,Japanese
,7/28/2017,Clon,Go Tomorrow,,,Youtube,Boy,Minor
,7/28/2017,AlphaBAT,Get Your Luv,원해,,Youtube,Boy,Major
,7/28/2017,LOONA,Love Cherry Motion (Choerry),러브 체리 모션,Digipedi,Youtube,Girl,Major
,7/27/2017,Dreamcatcher,Fly High,날아올라,,Youtube,Girl,Major
,7/27/2017,MONSTA X,Newton,뉴튼,,Youtube,Boy,Minor
,7/26/2017,MYTEEN,Amazing,어마어마하게,Dee Shin,Youtube,Boy,Major
,7/26/2017,P.O.P,Catch You,애타게 겟 하게,,Youtube,Girl,Major
,7/26/2017,ELRIS,My Star,나의 별,,Youtube,Girl,Minor
,7/26/2017,Taemin,Flame of Love,플레임 오브 러브,,Youtube,Boy Solo,Japanese
,7/26/2017,The Eastlight,I Got You,,,Youtube,Boy,Major
,7/25/2017,LABOUM,Only U,두바둡,,Youtube,Girl,Major
,7/25/2017,Nell,Broken,부서진,,Youtube,Boy,Major
,7/23/2017,CASHCOMA,CASHCOMA,캐시코마,,Youtube,Girl,Minor
,7/23/2017,Live High,Kung Dari Sha Bah Rah,꿍따리 샤바라,,Youtube,Girl,Major
,7/20/2017,KNK,Rain,비,,Youtube,Boy,Major
,7/20/2017,AKMU,Dinosaur,다이노소어,Dee Shin,Youtube,Co-ed,Major
,7/20/2017,Snuper,The Star of Stars,유성,,Youtube,Boy,Major
,7/19/2017,TopSecret,Yes Man,,,Youtube,Boy,Minor
,7/19/2017,KARD,Hola Hola,올라 올라,,Youtube,Co-ed,Major
,7/18/2017,EXO,Ko Ko Bop,코코밥,,Youtube,Boy,Major
,7/18/2017,Voisper,Days Gone By,지난 날,,Youtube,Boy,Major
,7/18/2017,Myname,Baby Tonight,,,Youtube,Boy,Japanese
,7/17/2017,14U,VVV,베리베리베리,,Youtube,Boy,Minor
,7/15/2017,Hotshot,Jelly,젤리,,Youtube,Boy,Major
Post,7/14/2017,WJSN,Kiss Me,키스 미,,Youtube,Girl,Minor
,7/13/2017,Jessi,Gucci,구찌,Tiger Cave,Youtube,Girl Solo,Major
,7/13/2017,Park Boram,"Why, You? feat. Samuel Seo",넌 왜?,,Youtube,Girl Solo,Major
,7/13/2017,VOISPER,Crush On You,반했나봐,,Youtube,Boy,Major
,7/12/2017,Limesoda,Z Z Z feat. MC GREE,지지지,,Youtube,Girl,Major
,7/11/2017,Urban Zakapa,Moai,,,Youtube,Co-ed,Major
,7/11/2017,Wable,Mallang Mallang,말랑말랑,,Youtube,Girl,Major
Post,7/8/2017,Red Velvet,Red Flavor,빨간 맛,,Youtube,Girl,Major
,7/7/2017,Badkiz,Give It To Me,기브 잇 투미,,Youtube,Girl,Major
,7/6/2017,PPL,Shoot U,슛유,,Youtube,Girl,Major
,7/6/2017,Apink,Motto GO!GO!,もっとGO!GO!,,Youtube,Girl,Japanese
,7/6/2017,LOONA 1/3,Rain 51db,비의 목소리 51db,,Youtube,Girl,Minor
,7/6/2017,Take,Good Enough,충분해,,Youtube,Boy,Major
,7/5/2017,DAY6,Hi Hello,하이 헬로,,Youtube,Boy,Major
,7/5/2017,Halo,Here I Am,여기여기,,Youtube,Boy,Major
,7/4/2017,Favorite,Party Time,파티 타임,,Youtube,Girl,Major
,7/4/2017,Boyfriend,Summer,,,Youtube,Boy,Japanese
,7/4/2017,BTS,Come Back Home,컴백홈,ZANYBROS,Youtube,Boy,Special
,7/3/2017,VAV,ABC (Middle of the Night),에이비씨,,Youtube,Boy,Major
,6/30/2017,L.A.U,So Sweet,향기로와,,Youtube,Boy,Minor
,6/29/2017,Clon,Everybody,,,Youtube,Boy,Major
,6/29/2017,UP10TION,Runner,시작해,,Youtube,Boy,Major
,6/27/2017,Shannon,Love Don't Hurt feat. Lil Boi,눈물이 흘러,,Youtube,Girl Solo,Major
,6/27/2017,Stellar,Archangels of the Sephiroth,세피로트의 나무,,Youtube,Girl,Major
,6/26/2017,Heize,"You, Clouds, Rain feat. Shin Yongjae",비도 오고 그래서,,Youtube,Girl Solo,Major
,6/26/2017,Heize,Don't Know You,널 너무 모르고,,Youtube,Girl Solo,Major
,6/26/2017,Apink,Five,파이브,,Youtube,Girl,Major
,6/26/2017,LOONA,Singing In The Rain (JinSoul),싱잉 인 더 레인,Digipedi,Youtube,Girl,Major
,6/26/2017,BoA,Camo,카모,ETUI,Youtube,Girl Solo,Major
,6/22/2017,Mamamoo,Yes I Am,나로 말할 것 같으면,ZANYBROS,Youtube,Girl,Major
Post,6/22/2017,Mamamoo,AZE GAG,아재개그,ZANYBROS,Youtube,Girl,Minor
,6/22/2017,BLACKPINK,As If It's Your Last,마지막처럼,,Youtube,Girl,Major
,6/22/2017,Henry,I'm Good feat. Nafla,끌리는 대로,,Youtube,Boy Solo,Major
,6/20/2017,Clon,Bamdeelalila,밤디라리라,,Youtube,Boy,Major
,6/19/2017,9MUSES,Remember,기억해,ZANYBROS,Youtube,Girl,Major
,6/19/2017,MONSTA X,Shine Forever,샤인 포에버,,Youtube,Boy,Major
,6/14/2017,T-ara,What's my name?,내 이름은,Tiger Cave,Youtube,Girl,Major
,6/14/2017,NCT 127,Cherry Bomb,체리 밤,Kim 'Oui Kim' Seonguk,Youtube,Boy,Major
,6/14/2017,Girls Next Door,Deep Blue Eyes,딥블루아이즈,,Youtube,Girl,Special
,6/13/2017,Bolbbalgan4,We Loved (with 20 Years of Age),남이 될 수 있을까,,Youtube,Girl,Minor
,6/13/2017,Vermuda,Dream Girl,드림걸,,Youtube,Boy,Major
,6/12/2017,B1A4,Sousureba,そうすれば,,Youtube,Boy,Japanese
,6/12/2017,Pentagon,Critical Beauty,예뻐죽겠네,,Youtube,Boy,Major
,6/8/2017,G-Dragon,"Untitled, 2014",무제,,Youtube,Boy Solo,Major
,6/7/2017,DAY6,I Smile,반드시 웃는다,Naive,Youtube,Boy,Major
,6/7/2017,FTISLAND,Wind,윈드,,Youtube,Boy,Major
Post,6/7/2017,WJSN,Happy,해피,,Youtube,Girl,Major
,6/7/2017,Chungha,Why Don’t You Know,와이 돈트 유 노,,Youtube,Girl Solo,Major
,6/4/2017,ELRIS,You and I,너와 나,,Youtube,Girl,Minor
,6/4/2017,TopSecret,Mind Control,마인드 컨트롤,,Youtube,Boy,Major
,6/3/2017,S.E.T,Nalari,날라리,,Youtube,Girl,Major
,6/2/2017,Tritops,All 4 One,,,Youtube,Boy,Major
,6/2/2017,Suran,1+1=0 feat. Dean,1+1=0,,Youtube,Girl Solo,Major
,6/1/2017,ELRIS,"We, First",우리 처음,,Youtube,Girl,Major
,6/1/2017,Hyoyeon,Wannabe feat. San E,워너비,,Youtube,Girl Solo,Major
,6/1/2017,Greyish,Johnny GoGo,쟈니고고,,Youtube,Girl,Major
,5/31/2017,B1A4,Sukidakara shouganai,好きだからしょうがない,,Youtube,Boy,Japanese
,5/31/2017,SISTAR,Lonely,론리,,Youtube,Girl,Major
,5/30/2017,Rubber Soul,Love Is,러브 이즈,,Youtube,Girl,Major
,5/29/2017,ASTRO,Baby,베이비,,Youtube,Boy,Major
,5/29/2017,Highlight,Calling You,콜링유,,Youtube,Boy,Major
,5/29/2017,APRIL,Mayday,메이데이,Naive,Youtube,Girl,Major
,5/29/2017,APRIL,Lovesick,따끔,,Youtube,Girl,Minor
,5/29/2017,Baek A Yeon,Sweet lies,달콤한 빈말,,Youtube,Girl Solo,Major
,5/27/2017,24K,Only You,너 하나면 돼,,Youtube,Boy,Major
,5/27/2017,FTISLAND,Love Sick,사랑앓이,,Youtube,Boy,Minor
,5/26/2017,Flower,Days Lovers,시절연인,,Youtube,Boy,Major
,5/25/2017,KNK,"Sun, Moon, Star","해, 달, 별",,Youtube,Boy,Major
,5/25/2017,Be.A,Magical,매지컬,,Youtube,Boy,Major
,5/24/2017,Tweety,Party,,,Youtube,Girl,Minor
,5/24/2017,Girls' Alert,Dream Girls,소녀지몽,,Youtube,Girl,Major
,5/24/2017,Yezi,Anck Su Namum,아낙수나문,,Youtube,Girl Solo,Major
,5/23/2017,Marmello,Puppet,,,Youtube,Girl,Major
,5/23/2017,LOONA,Eclipse (Kim Lip),이클립스,Digipedi,Youtube,Girl,Major
,5/23/2017,B.I.G,Hello Hello,헬로 헬로,,Youtube,Boy,Major
,5/22/2017,A.C.E,Cactus,선인장,,Youtube,Boy,Major
,5/22/2017,MAP6,I'm Ready,아임 레디,,Youtube,Boy,Major
,5/22/2017,SEVENTEEN,Don't Wanna Cry,울고 싶지 않아,,Youtube,Boy,Major
,5/22/2017,iKON,Bling Bling,블링블링,,Youtube,Boy,Major
,5/22/2017,iKON,B-DAY,벌떼,Naive,Youtube,Boy,Major
,5/22/2017,GOT7,My Swagger,,,Youtube,Boy,Japanese
,5/19/2017,Urban Zakapa,Alone,혼자,,Youtube,Co-ed,Major
,5/18/2017,Sohee,Spotlight,스포트라이트,,Youtube,Girl Solo,Major
,5/17/2017,The Eastlight,You're My Love,,,Youtube,Boy,Major
,5/16/2017,Honeyst,Like You,반하겠어,,Youtube,Boy,Major
,5/15/2017,B1A4,Follow Me,,,Youtube,Boy,Japanese
,5/15/2017,Twice,Signal,시그널,Naive,Youtube,Girl,Major
Post,5/15/2017,VIXX,Shangri-La,도원경,,Youtube,Boy,Major
,5/12/2017,Unnies,Right?,맞지?,,Youtube,Girl,Special
,5/10/2017,PSY,I LUV IT,,Naive,Youtube,Boy Solo,Major
,5/10/2017,PSY,New Face,뉴페이스,Naive,Youtube,Boy Solo,Major
,5/8/2017,DAY6,Dance Dance,댄스댄스,Naive,Youtube,Boy,Major
,5/8/2017,ROMEO,Stay With Me,성공하면,,Youtube,Boy,Minor
,5/2/2017,VAV,Flower (You),,,Youtube,Boy,Major
,5/2/2017,Yong Junhyung,Wonder If feat. Heize,그대로일까,,Youtube,Boy Solo,Major
,5/2/2017,Lovelyz,"Now, we","지금, 우리",Digipedi,Youtube,Girl,Major
,5/1/2017,Triple H,365 Fresh,쓰리식스파이브 프레쉬,,Youtube,Co-ed,Major
,4/30/2017,EXO-CBX,Ka-Ching,,,Youtube,Boy,Japanese
,4/28/2017,SECHSKIES,Sad Song,슬픈 노래,,Youtube,Boy,Major
,4/28/2017,SECHSKIES,Be Well,아프지 마요,,Youtube,Boy,Major
,4/28/2017,Varsity,Hole In One,,,Youtube,Boy,Major
,4/27/2017,LOONA 1/3,Sonatine,알 수 없는 비밀,,Youtube,Girl,Minor
,4/26/2017,Momoland,Wonderful Love,어마어마해,,Youtube,Girl,Major
,4/25/2017,Boys Republic,Nagareru hoshi ni hanataba o,流れる星に花束を,,Youtube,Boy,Japanese
,4/24/2017,KARD,Rumor,루머,,Youtube,Co-ed,Major
,4/24/2017,Snuper,Back:Hug,백허그,,Youtube,Boy,Major
,4/21/2017,IU,Palette feat. G-DRAGON,팔레트,,Youtube,Girl Solo,Major
,4/21/2017,Chungha,Week,월화수목금토일,,Youtube,Girl Solo,Minor
,4/20/2017,A-seed,Shake It,흔들어,,Youtube,Girl,Major
,4/20/2017,Bonus Baby,If I Become An Adult,어른이 된다면,,Youtube,Girl,Major
,4/20/2017,Hint,Tang Tang Tang,탕탕탕,,Youtube,Girl,Major
,4/19/2017,Waeb,Party,,,Youtube,Boy,Major
,4/18/2017,CNBLUE,Shake,,,Youtube,Boy,Japanese
,4/18/2017,DIA,Will You Go Out With Me,나랑 사귈래,,Youtube,Girl,Major
,4/18/2017,Apink,Always,얼웨이즈,,Youtube,Girl,Minor
,4/18/2017,Yesung,Paper Umbrella,봄날의 소나기,Digipedi,Youtube,Boy Solo,Minor
,4/18/2017,Myname,Meeting you,出会いあいして,,Youtube,Boy,Japanese
,4/17/2017,SF9,Easy Love,쉽다,August Frogs,Youtube,Boy,Major
,4/16/2017,Berry Good,BibbidiBobbidiBoo,비비디바비디부,,Youtube,Girl,Major
,4/16/2017,LABOUM,Hwi Hwi,휘휘,,Youtube,Girl,Major
,4/16/2017,Minzy,Ninano feat. Flowsik,니나노,Tiger Cave,Youtube,Girl Solo,Major
,4/16/2017,LOONA,Everyday I Love You (Vivi),에브리데이 아이 러브 유,Digipedi,Youtube,Girl,Minor
,4/13/2017,Wassup,Color TV,컬러 티비,,Youtube,Girl,Major
,4/13/2017,Zico,She's A Baby,쉬스어베이비,,Youtube,Boy Solo,Minor
,4/13/2017,Kisum,Sleep Tight feat. Gilgubonggu,잘자,,Youtube,Girl Solo,Minor
,4/10/2017,EXID,Night Rather Than Day,낮보다는 밤,Tiger Cave,Youtube,Girl,Major
,4/10/2017,Teen Top,Love Is,재밌어?,ZANYBROS,Youtube,Boy,Major
,4/10/2017,Jeong Eunji,The Spring,너란 봄,,Youtube,Girl Solo,Major
,4/10/2017,Miso,KKPP,낄끼빠빠,,Youtube,Girl Solo,Major
,4/7/2017,IU,Can't Love You Anymore,사랑이 잘,,Youtube,Girl Solo,Minor
,4/6/2017,BLACK6IX,Please,제발,,Youtube,Boy,Major
,4/6/2017,DAY6,I'm Serious,장난 아닌데,Naive,Youtube,Boy,Major
,4/5/2017,IMFACT,Tension Up,텐션업,,Youtube,Boy,Major
,4/5/2017,Dreamcatcher,Good Night,굿나잇,Digipedi,Youtube,Girl,Major
,4/4/2017,WINNER,Fool,풀,Jinooya,Youtube,Boy,Major
,4/4/2017,WINNER,Really Really,릴리릴리,Dave Meyers,Youtube,Boy,Major
,4/3/2017,Inx,2gether,,,Youtube,Boy,Major
Post,4/3/2017,Oh My Girl,Coloring Book,컬러링북,,Youtube,Girl,Major
,3/31/2017,SEVENTEEN,Smile Flower,웃음꽃,,Youtube,Boy,Minor
,3/30/2017,Red Velvet,Would U,우드유,,Youtube,Girl,Minor
,3/29/2017,FTISLAND,Shadows,,,Youtube,Boy,Japanese
,3/27/2017,SF9,Still My Lady,여전히 예뻐,,Youtube,Boy,Minor
Post,3/27/2017,Girl's Day,I'll Be Yours,아윌비유얼즈,Digipedi,Youtube,Girl,Major
,3/25/2017,2000won,Tears Attack,눈물이 무기,,Youtube,Boy,Major
,3/24/2017,IU,Through The Night,밤편지,,Youtube,Girl Solo,Minor
Post,3/21/2017,Pristin,Wee Woo,위우,Naive,Youtube,Girl,Major
,3/21/2017,MONSTA X,Beautiful,아름다워,,Youtube,Boy,Major
,3/21/2017,Apink,Bye Bye,바이 바이,,Youtube,Girl,Japanese
,3/20/2017,LOONA 1/3,You and Me Together,유 앤 미 투게더,,Youtube,Girl,Minor
,3/20/2017,Eyedi,Best Mistake (K),,,Youtube,Girl Solo,Major
,3/20/2017,CNBLUE,Between Us,헷갈리게,,Youtube,Boy,Major
,3/20/2017,Highlight,Plz Don't Be Sad,얼굴 찌푸리지 말아요,,Youtube,Boy,Major
,3/16/2017,Baba,Funky Music,펑키뮤직,,Youtube,Girl,Major
,3/16/2017,Seven O'Clock,Echo,시계바늘,,Youtube,Boy,Major
,3/14/2017,Snuper,Oh Yeah!!,,,Youtube,Boy,Japanese
Post,3/13/2017,GOT7,Never Ever,네버에버,,Youtube,Boy,Major
,3/13/2017,LOONA 1/3,Love&Live,"지금, 좋아해",,Youtube,Girl,Major
,3/13/2017,Highlight,It's Still Beautiful,아름답다,,Youtube,Boy,Minor
,3/13/2017,Nell,Full Moon,,,Youtube,Boy,Minor
,3/12/2017,MVP,Take It,선택해,,Youtube,Boy,Major
,3/10/2017,MAP6,No Surrender,,,Youtube,Boy,Japanese
,3/8/2017,ROMEO,Without U,니가 없는데,ZANYBROS,Youtube,Boy,Major
,3/7/2017,Brave Girls,Rollin',롤린,,Youtube,Girl,Major
Post,3/7/2017,B.A.P,Wake Me Up,웩미업,ZANYBROS,Youtube,Boy,Major
Post,3/6/2017,GFRIEND,Fingertip,핑거팁,ZANYBROS,Youtube,Girl,Major
,3/6/2017,DAY6,How Can I Say,어떻게 말해,Naive,Youtube,Boy,Major
,3/6/2017,BtoB,Movie,무비,,Youtube,Boy,Major
,3/5/2017,B1A4,You and I,,,Youtube,Boy,Japanese
,3/4/2017,HALO,Jasmine,,,Youtube,Boy,Japanese
,3/2/2017,VICTON,Eyez Eyez,아이즈 아이즈,Tiger Cave,Youtube,Boy,Major
,3/2/2017,KARD,Don't Recall (Hidden ver.),돈리콜,,Youtube,Co-ed,English
,3/2/2017,BLANC7,Yeah,예,,Youtube,Boy,Major
,2/28/2017,Taeyeon,Fine,파인,,Youtube,Girl Solo,Major
Post,2/27/2017,gugudan,A Girl Like Me,나 같은 애,Digipedi,Youtube,Girl,Major
,2/27/2017,UP10TION,ID,,,Youtube,Boy,Japanese
,2/27/2017,HIGH4,Love Line,러브라인,,Youtube,Boy,Minor
Post,2/26/2017,Lovelyz,WoW!,와우,Digipedi,Youtube,Girl,Major
,2/26/2017,IMFACT,Please Be My First Love,첫사랑을 부탁해,,Youtube,Boy,Minor
,2/22/2017,100%,Sketch U,어디 있니,,Youtube,Boy,Major
,2/22/2017,Gavy NJ,An Obvious Melo,뻔한 멜로,,Youtube,Girl,Major
Post,2/20/2017,Twice,Knock Knock,낙낙,Naive,Youtube,Girl,Major
Post,2/20/2017,BTS,Not Today,낫 투데이,GDW,Youtube,Boy,Major
,2/18/2017,Taeyeon,I Got Love,아이갓러브,,Youtube,Girl Solo,Major
,2/18/2017,VAV,Venus (Dance With Me),비너스,,Youtube,Boy,Major
,2/17/2017,L.A.U,Nam.Sa.Mot(Guys can't forget love),남.사.못(남자는 사랑을 못 잊는다,,Youtube,Boy,Minor
Post,2/16/2017,KARD,Don't Recall,돈리콜,,Youtube,Co-ed,Major
,2/16/2017,B1A4,Choo Choo Train,,,Youtube,Boy,Japanese
Post,2/15/2017,MelodyDay,Kiss On The Lips,키스 온 더 립스,Naive,Youtube,Girl,Major
,2/15/2017,Boyfriend,I Miss You,,,Youtube,Boy,Japanese
,2/14/2017,BIGFLO,Stardom,스타덤,,Youtube,Boy,Major
,2/14/2017,Various,Barbie Girl,바비걸,,Youtube,Girl,Major
Post,2/13/2017,BTS,Spring Day,봄날,LUMPENS,Youtube,Boy,Major
,2/13/2017,B.I.G,"1,2,3",원투쓰리,Vikings League,Youtube,Boy,Major
,2/10/2017,BEATWIN,Don't Leave,떠나지 말아요,,Youtube,Boy,Major
,2/9/2017,NCT DREAM,My First and Last,마지막 첫사랑,,Youtube,Boy,Major
,2/9/2017,Sunny Hill,Crossroads,두 갈래 길,,Youtube,Girl,Major
,2/8/2017,CROSS GENE,Black or White,블랙오어화이트,ZANYBROS,Youtube,Boy,Major
Post,2/6/2017,Block B,Yesterday,예스터데이,Tiger Cave,Youtube,Boy,Major
,2/5/2017,1NB,Stalker,스토커,,Youtube,Girl,Major
,2/5/2017,DAY6,You Were Beautiful,예뻤어,Naive,Youtube,Boy,Major
,2/5/2017,SF9,Roar,부르릉,VM Project,Youtube,Boy,Major
,2/5/2017,MASC,Tina,티나,,Youtube,Boy,Major
Post,2/1/2017,Red Velvet,Rookie,루키,Shin Heewon,Youtube,Girl,Major
,2/1/2017,Rubber Soul,Freedom,프리덤,,Youtube,Girl,Major
Post,1/28/2017,SHINee,Get The Treasure,겟더트레저,,Youtube,Boy,Japanese
,1/25/2017,MelodyDay,You Seem Busy feat. Ilhoon,바빠 보여요,Naive,Youtube,Girl,Minor
,1/24/2017,IMFACT,In The Club,니가 없어,,Youtube,Boy,Major
,1/24/2017,"Dynamic Duo, Chen",Nosedive,기다렸다 가,,Youtube,Boy,Major
,1/24/2017,Suzy,Yes No Maybe,예스노메이비,,Youtube,Girl Solo,Major
,1/23/2017,Pentagon,Pretty Pretty,예쁨,,Youtube,Boy,Major
,1/23/2017,Jessi,Don't Make Me Cry,울리지마,,Youtube,Girl Solo,Major
,1/20/2017,2NE1,Goodbye,안녕,,Youtube,Girl,Minor
,1/19/2017,Kang Sira,Don't Wanna Forget,못 잊어,,Youtube,Girl Solo,Major
Post,1/19/2017,"Luna, Hani, Solar",Honey Bee,허니 비,Naive,Youtube,Girl,Special
,1/18/2017,BEATWIN,Rising Sun,태양이 뜨면,,Youtube,Boy,Major
Post,1/18/2017,I.O.I,Downpour,소나기,,Youtube,Girl,Minor
,1/18/2017,Park Kyung,When I'm With You feat. Brother Su,너 앞에서 나는,,Youtube,Boy Solo,Major
,1/18/2017,Kasper,Lean On Me,린온미,,Youtube,Girl Solo,Major
,1/17/2017,100%,How To Cry,,,Youtube,Boy,Japanese
,1/17/2017,100%,How To Cry,,,Youtube,Boy,Japanese
Post,1/17/2017,CLC,Hobgoblin,도깨비,Vikings League,Youtube,Girl,Major
,1/17/2017,Seohyun,Don't Say No,돈세이노,,Youtube,Girl Solo,Major
,1/16/2017,Laysha,Party Tonight,,,Youtube,Girl,Minor
,1/16/2017,LOONA,Kiss Later (Yeojin),키스는 다음에,Digipedi,Youtube,Girl,Major
,1/16/2017,Niel,Love Affair,날 울리지마,,Youtube,Boy Solo,Major
,1/15/2017,Rain,The Best Present,최고의 선물,,Youtube,Boy Solo,Major
Post,1/13/2017,Dreamcatcher,Chase Me,체이스 미,Digipedi,Youtube,Girl,Major
,1/12/2017,Jun.K,No Shadow,노쉐도우,Digipedi,Youtube,Boy Solo,Major
,1/12/2017,I,I Wish feat. Tiger JK,간절히 바라면 이뤄질 거야,ZANYBROS,Youtube,Girl Solo,Major
,1/11/2017,Walwari,HAKUNAMATATA,하쿠나마타타,,Youtube,Co-ed,Major
Post,1/11/2017,Hello Venus,Mysterious,미스테리어스,,Youtube,Girl,Major
,1/11/2017,Year 7 Class 1,Please Remember Me,나를 기억해주세요,,Youtube,Girl,Major
,1/9/2017,Trax,Road,길,,Youtube,Boy,Major
Post,1/9/2017,Sonamoo,I Think I Love U,나 너 좋아해?,ZANYBROS,Youtube,Girl,Major
,1/9/2017,Ravi,Bomb,밤,Vikings League,Youtube,Boy Solo,Major
,1/6/2017,DAY6,I Wait,아 왜,Naive,Youtube,Boy,Major
,1/6/2017,Shinhwa,Touch,터치,ZANYBROS,Youtube,Boy,Major
,1/5/2017,Shinhwa,Touch,터치,,Youtube,Boy,Major
,1/5/2017,Mixx,Love Is A Sudden,사랑은 갑자기,,Youtube,Girl,Major
Post,1/5/2017,NCT 127,Limitless,무한적아,ZANYBROS,Youtube,Boy,Major
,1/5/2017,VROMANCE,I'm Fine,,,Youtube,Boy,Major
,1/4/2017,Varsity,U R My Only One,,,Youtube,Boy,Major
Post,1/4/2017,WJSN,I Wish,너에게 닿기를,FantazyLab,Youtube,Girl,Major
,1/4/2017,TopSecret,She,쉬,ZANYBROS,Youtube,Boy,Major
Post,1/4/2017,APRIL,April Story,봄의 나라 이야기,Naive,Youtube,Girl,Major
,1/3/2017,AKMU,Last Goodbye,오랜 날 오랜 밤,,Youtube,Co-ed,Major
,1/2/2017,S.E.S,Paradise,한 폭의 그림,,Youtube,Girl,Major
Post,1/2/2017,AOA,Excuse Me,익스큐즈 미,ZANYBROS,Youtube,Girl,Major
Post,1/2/2017,AOA,Bing Bing,빙빙,ZANYBROS,Youtube,Girl,Major
,1/1/2017,S.E.S,Remember,리멤버,,Youtube,Girl,Minor
,1/1/2017,Bonus Baby,Urikiri,우리끼리,,Youtube,Girl,Major
,12/31/2016,SEVENTEEN,Highlight,하이라이트,,Youtube,Boy,Minor
,12/29/2016,Rania,Start A Fire,스타트 어 파이어,,Youtube,Girl,Major
,12/29/2016,S.E.S,Love Story,,,Youtube,Girl,Minor
,12/29/2016,BP Rania,Start A Fire,화재를 일으키다,,Youtube,Girl,Major
,12/24/2016,VIXX,Shooting Star,,,Youtube,Boy,Minor
,12/22/2016,Double S 301,My Universe,나의 Universe,,Youtube,Boy,Minor
,12/21/2016,SF9,So Beautiful,너와 함께라면,,Youtube,Boy,Minor
,12/20/2016,Bolbbalgan4,Tell Me You Love Me,좋다고 말해,VFAR,Youtube,Girl,Major
,12/20/2016,NCT 127,Switch feat. SR15B,스위치,,Youtube,Boy,Minor
,12/19/2016,Boys Republic,Closer~kisu made dorekurai?,Closer ～ キスまでどれくらい？,,Youtube,Boy,Japanese
,12/18/2016,EXO,For Life,포 라이프,,Youtube,Boy,Minor
,12/14/2016,Apink,Cause you're my star,별의 별,,Youtube,Girl,Minor
,12/14/2016,VAV,Here I Am,겨울잠,,Youtube,Boy,Major
,12/14/2016,LOONA,Let Me In (Haseul),"소년, 소녀 (하슬)",Digipedi,Youtube,Girl,Major
,12/14/2016,LOONA,"The Carol (Heejin, Hyunjin, Haseul)","더 캐롤 (희진, 현진, 하슬)",Digipedi,Youtube,Girl,Major
Post,12/14/2016,Apink,Cause you're my star,별의 별,,Youtube,Girl,Minor
,12/13/2016,The Eastlight,I Am What I Am,나는나,,Youtube,Boy,Minor
,12/12/2016,BIGBANG,Last Dance,라스트 댄스,Han Samin,Youtube,Boy,Major
,12/12/2016,BIGBANG,FXXK IT,에라 모르겠다,Seo Hyunseung,Youtube,Boy,Major
Post,12/12/2016,KARD,Oh Nana,오나나,,Youtube,Co-ed,Major
,12/12/2016,Baechigi,The Way Home,귀갓길,,Youtube,Boy,Minor
,12/8/2016,Double S 301,Remove,,,Youtube,Boy,Major
,12/6/2016,Pentagon,Can You Feel It,감이 오지,Vikings League,Youtube,Boy,Major
,12/5/2016,Hey Miss,Number 1,넘버원,,Youtube,Girl,Major
,12/5/2016,NCT 127,Good Thing,굿 띵,,Youtube,Boy,Minor
,12/4/2016,Heize,Star,저 별,,Youtube,Girl Solo,Major
,12/4/2016,SEVENTEEN,BOOMBOOM,붐붐,Sunny Visual,Youtube,Boy,Major
,12/4/2016,Myname,Alive or Fallen,,,Youtube,Boy,Japanese
,12/4/2016,BtoB,ChristmasTime~Only You~,ChristmasTime ～君だけを～,,Youtube,Boy,Japanese
Post,12/1/2016,LABOUM,Winter Story,겨울동화,Sunny Visual,Youtube,Girl,Major
,11/30/2016,SECHSKIES,Couple,커플,,Youtube,Boy,Major
,11/30/2016,SHINee,Winter Wonderland,,,Youtube,Boy,Japanese
,11/30/2016,U-KISS,Lots of Love,,,Youtube,Boy,Japanese
,11/29/2016,AOA,WOW WAR TONIGHT,時には起こせよムーヴメント,,Youtube,Girl,Japanese
Post,11/28/2016,Oh My Girl,White,화이트,,Youtube,Girl,Minor
,11/28/2016,Shinhwa,Orange,오렌지,,Youtube,Boy,Major
Post,11/27/2016,B1A4,A Lie,거짓말이야,August Frogs,Youtube,Boy,Major
,11/26/2016,GOT7,Hard Carry,하드캐리,AR Film,Youtube,Boy,Major
,11/23/2016,Mamamoo,Draw & Draw & Draw,그리고 그리고 그려봐,,Youtube,Girl,Minor
,11/23/2016,H.U.B,The Time We Spent Together,우리가 함께한 시간,,Youtube,Girl,Major
,11/22/2016,Badkiz,Ear Attack 2,귓방망이 2,,Youtube,Girl,Major
,11/21/2016,SISTAR,One More Day (prod. Giorgio Moroder),원 모어 데이,,Youtube,Girl,Minor
Post,11/20/2016,VIXX,Milky Way,밀키웨이,,Youtube,Boy,Minor
,11/20/2016,UP10TION,White Night,하얗게 불태웠어,,Youtube,Boy,Major
,11/19/2016,SG Wannabe,I'm Missing You,아임미싱유,,Youtube,Boy,Major
,11/18/2016,B.A.P,Fly High,플라이하이,,Youtube,Boy,Japanese
,11/18/2016,KNK,U (Performance),유,,Youtube,Boy,Major
,11/17/2016,EXO,Coming Over,,,Youtube,Boy,Japanese
